id,ItemDescription,Diagnosis,PreventiveFlag
5947,Badger:  Exam and Office Visit-Biannual,Annual Exam + Joint Point Medication + Bloodwork for Joint Point Rx ,0
5948,"Badger:  Needle 22g x 3/4""",Annual Exam + Joint Point Medication + Bloodwork for Joint Point Rx ,0
5949,Badger:  Galliprant 60mg,Annual Exam + Joint Point Medication + Bloodwork for Joint Point Rx ,0
5950,Badger:  Senior Wellness Prof 1 (IDEXX) R,Annual Exam + Joint Point Medication + Bloodwork for Joint Point Rx ,0
5951,Badger:  Ultrasound Assisted Cystocentesis ,Annual Exam + Joint Point Medication + Bloodwork for Joint Point Rx ,0
5952,Badger:  Blood Collection Fee,Annual Exam + Joint Point Medication + Bloodwork for Joint Point Rx ,0
5953,Pikka:  Zentonil Advanced 200mg (30),"Cushings, D+ due to medication for cushings, liver ",0
5954,Koda:  Metronidazole  250 mg,"Cushings, D+ due to medication for cushings, liver ",0
5955,Pikka:  Vetoryl 10mg,"Cushings, D+ due to medication for cushings, liver ",0
5956,Koda:  ProGut Plus Powder 180g,"Cushings, D+ due to medication for cushings, liver ",0
5957,Jubilee  AKA Jujube:  Zentonil Advanced 200mg (30),"Cushings, D+ due to medication for cushings, liver ",0
5958,Yams (T):  Famciclovir 125mg tablet,sneezing ,0
5959,Yams (T):  Exam - Emergency,sneezing ,0
5960,Yams (T):  Azithromycin 50mg/ml Suspension,sneezing ,0
5961,Molly:  Myasthenia Gravis AChR-Ab,Not eating ,0
5962,Molly:  Radiograph (Each Plate),Not eating ,0
5963,Molly:  Blood Collection,Not eating ,0
5964,Molly:  Examination/Consult/Recheck,Not eating ,0
5965,Molly:  Radiograph - Set Up,Not eating ,0
5966,Pikka:  Vetoryl 10mg,IBS ,0
5967,Koda:  Metronidazole  250 mg,IBS ,0
5968,Pikka:  Zentonil Advanced 200mg (30),IBS ,0
5969,Koda:  ProGut Plus Powder 180g,IBS ,0
5970,Jubilee  AKA Jujube:  Zentonil Advanced 200mg (30),IBS ,0
5971,Pikka:  Zentonil Advanced 200mg (30), liver medication ,0
5972,Koda:  ProGut Plus Powder 180g, liver medication ,0
5973,Pikka:  Vetoryl 10mg, liver medication ,0
5974,Koda:  Metronidazole  250 mg, liver medication ,0
5975,Jubilee  AKA Jujube:  Zentonil Advanced 200mg (30), liver medication ,0
5976,Buddy:  Bravecto Blue 1000mg 1 Tab (>20-40kg),"Anxiety, acting out, not himself. ",1
5977,"Buddy:  Collection,handling and transportation","Anxiety, acting out, not himself. ",0
5978,"Buddy:  Exam/Consult, Medical Progress","Anxiety, acting out, not himself. ",0
5979,Buddy:  Wellness 2 Plus,"Anxiety, acting out, not himself. ",0
5980,Buddy:  Office Visit General,"abdominal pain, diagnosed today as pancreatitis related to Blue Pearl visit 12/11/18",0
5981,Buddy:  Fecal Ova and Parasite,"abdominal pain, diagnosed today as pancreatitis related to Blue Pearl visit 12/11/18",0
5982,Buddy:  SNAP cPL lipase test,"abdominal pain, diagnosed today as pancreatitis related to Blue Pearl visit 12/11/18",0
5983,Buddy:  Urinalysis Complete,"abdominal pain, diagnosed today as pancreatitis related to Blue Pearl visit 12/11/18",0
5984,Buddy:  C17/CBC/L4 Preanesthesia Senior,"abdominal pain, diagnosed today as pancreatitis related to Blue Pearl visit 12/11/18",0
5985,Buddy:  RCVD K9 Gastrointestinal Low Fat 28.6#,"abdominal pain, diagnosed today as pancreatitis related to Blue Pearl visit 12/11/18",0
5986,Justine:  Hill's k/d Feline TUNA 5.5oz,"abdominal pain, diagnosed today as pancreatitis related to Blue Pearl visit 12/11/18",0
5987,Buddy:  Fecal Ova and Parasite,renal failure/ pain managment ,0
5988,Buddy:  C17/CBC/L4 Preanesthesia Senior,renal failure/ pain managment ,0
5989,Buddy:  SNAP cPL lipase test,renal failure/ pain managment ,0
5990,Buddy:  RCVD K9 Gastrointestinal Low Fat 28.6#,renal failure/ pain managment ,0
5991,Buddy:  Office Visit General,renal failure/ pain managment ,0
5992,Buddy:  Urinalysis Complete,renal failure/ pain managment ,0
5993,Justine:  Hill's k/d Feline TUNA 5.5oz,renal failure/ pain managment ,0
5994,Bolt:  Exam/Consultation   Medical Condition,Lameness ,0
5995,Bolt:  Carprofen (gen) 75mg Cap DISPMED,Lameness ,0
5996,Winny:  Tobramycin/Dexameth (Tobradex) OphS 5mL DI,Conjunctivitis ,0
5997,Winny:  Schirmer Tear Test/Fluorescein Dye STT / F,Conjunctivitis ,0
5998,Winny:  Exam Emergency Regular Hours,Conjunctivitis ,0
5999,Bella:  Apoquel 16mg tablets,allergfies ,0
6000,"Bella:  Vetscreen, CBC, UA IN",allergfies ,0
6001,Bella:  Welactin Canine 16oz bottle,allergfies ,0
6002,Bella:  FortiFlora Canine per Packet,allergfies ,0
6003,Bella:  Day Emergency,allergfies ,0
6004,Peanut:  Gabapentin 50mg/ml (250mg/5ml) per cc,refill meds  ,0
6005,Peanut:  Apoquel 3.6mg tablet,refill meds  ,0
6006,Moose:  NAIL TRIM LEVEL 1,IM Consult  ,0
6007,Moose:  EXAM/CONSULTATION INTERNAL MEDICINE,IM Consult  ,0
6008,Hershey:  Apoquel 5.4mg,allergies ,0
6009,Palmer:  RC K9 Gastro LF 6.6lb,diarrhea ,0
6010,Palmer:  Metronidazole 500 mg,diarrhea ,0
6011,Palmer:  Office Visit / Exam,diarrhea ,0
6012,Palmer:  Fecal Ova & Parasites+Giardia Anti-ELISA,diarrhea ,0
6013,Palmer:  RC K9 Gastro LF 13.6oz,diarrhea ,0
6014,Palmer:  Proviable DC 30ct,diarrhea ,0
6015,Sherbie:  c/d Feline Chicken Stew Can 2.9oz,"Exam recheck, convenia inj ",0
6016,Sherbie:  c/d Feline Muliticare Urinary Can 5.5 oz,"Exam recheck, convenia inj ",0
6017,Cali:  Fecal O&P T805 1yr,Diarrhea ,0
6018,Cali:  Metronidazole (gen) 250mg Tab DISPMED,Diarrhea ,0
6019,Cali:  PD i/d K9 13oz Can 7008,Diarrhea ,0
6020,Cali:  Exam/Consultation CareClub,Diarrhea ,0
6021,Cali:  Proviable Forte Kit K9 over 20lbs,Diarrhea ,0
6022,ZARA:  Office Visit - Examination,"recurring concerns in nostrils Has been submitted for in the past, first time through Trupanion express (see past claim history)",0
6023,Jaxson:  FortiFlora K9 per box/ 30 packets,Cruciate Repair Surgery ,0
6024,Jaxson:  Trazodone 100mg,Cruciate Repair Surgery ,0
6025,Jaxson:  Deramaxx 100mg chewable tablets,Cruciate Repair Surgery ,0
6026,Jaxson:  Tribrissen 960mg Tablets,Cruciate Repair Surgery ,0
6027,Jonah:  Pro Collar Inflatable (Kong) Collar XL,"lump has changed, aspirate, and wellness vaccs ",0
6028,Jonah:  Injection Fee,"lump has changed, aspirate, and wellness vaccs ",0
6029,Jonah:  Discount Anal Gland Expression,"lump has changed, aspirate, and wellness vaccs ",0
6030,Jonah:  Injection Fee,"lump has changed, aspirate, and wellness vaccs ",0
6031,Jonah:  Anesthesia Monitoring,"lump has changed, aspirate, and wellness vaccs ",0
6032,Jonah:  Sedation,"lump has changed, aspirate, and wellness vaccs ",0
6033,Jonah:  Mass Removal (11-30 min),"lump has changed, aspirate, and wellness vaccs ",0
6034,Jonah:  Anesthetic Induction ,"lump has changed, aspirate, and wellness vaccs ",0
6035,Jonah:  Isoflurane Anesthesia > 50lbs 1st 30min,"lump has changed, aspirate, and wellness vaccs ",0
6036,Jonah:  Fluids IV Setup,"lump has changed, aspirate, and wellness vaccs ",0
6037,Jonah:  Recovery / Patient Monitoring,"lump has changed, aspirate, and wellness vaccs ",0
6038,Jonah:  Injection Fee,"lump has changed, aspirate, and wellness vaccs ",0
6039,Jonah:  Overnight Shipping,"lump has changed, aspirate, and wellness vaccs ",0
6040,Jonah:  UPENN Histopathology,"lump has changed, aspirate, and wellness vaccs ",0
6041,Jonah:  Novox 100mg CAP,"lump has changed, aspirate, and wellness vaccs ",0
6042,Jonah:  Nail Trim Included w/ Anes Procedure,"lump has changed, aspirate, and wellness vaccs ",0
6043,Jonah:  Anal Glands Expressed,"lump has changed, aspirate, and wellness vaccs ",0
6044,GRACIE:  Apoquel 5.4mg tablet,"Itchy skin Claimed for in the past, first time through express",0
6045,GRACIE:  Nexgard Blue 4.6-10.9kg pkg/6,"Itchy skin Claimed for in the past, first time through express",1
6046,"Roxy:  Heartworm / Lyme/ Ehrl/ Anapl. Test, K9",Sprain ,1
6047,"Roxy:  Bordetella /Parainfluenza ""Intranasal""",Sprain ,1
6048,Roxy:  Lyme - Booster,Sprain ,1
6049,Roxy:  Nail Trim - with Exam,Sprain ,0
6050,Roxy:  Office Visit / Exam,Sprain ,0
6051,Roxy:  Galliprant Tabs 60mg,Sprain ,0
6052,Penelope:  Latex Finger Cots medium,ongoing ,0
6053,Penelope:  Prednisolone 100mg/ml (1x3mL),ongoing ,0
6054,Pepper:  OSHA/Biohazard Disposal Fee,Chronic Cough ,0
6055,"Pepper:  Meds, Anesthesia, Supplies ",Chronic Cough ,0
6056,Pepper:  IDEXX Aerobic Culture (ID & Suscep),Chronic Cough ,0
6057,Pepper:  IDEXX Cytology W/ Micro Desc 1 (Priorty),Chronic Cough ,0
6058,Pepper:  Transtracheal Wash,Chronic Cough ,0
6059,Pepper:  Micro Finder Slim Chip | Datamars,Chronic Cough ,1
6060,Pepper:  IDEXX FECAL O&P w/ BAERMANN,Chronic Cough ,0
6061,Pepper:  Radiograph - 2 Views,Chronic Cough ,0
6062,Pepper:  Radiology Consult | STAT,Chronic Cough ,0
6063,SMURFETTE:  EXAM,Lipoma ,0
6064,SMURFETTE:  BIO-MEDICAL WASTE SURCHARGE,Lipoma ,0
6065,SMURFETTE:  ASPIRATION-FINE NEEDLE,Lipoma ,0
6066,Butter:  Consultation - Minor - Ophth,indolenct ulcer ,0
6067,Butter:  Ulcer Debridement,indolenct ulcer ,0
6068,Butter:  Tramadol 100mg Capsule,indolenct ulcer ,0
6069,Butter:  Meloxicam 1.5mg/ml 10ml ,indolenct ulcer ,0
6070,Butter:  Grid Keratotomy,indolenct ulcer ,0
6071,Sofa:  Discount: U/S - ABDOMINAL INC TELEMEDICINE,Ultrasound and X-Rays Follow up from emerg clinic claim number 3847969,0
6072,Sofa:  X-RAY FILMS (INITIAL 2 VIEWS),Ultrasound and X-Rays Follow up from emerg clinic claim number 3847969,0
6073,Sofa:  U/S - ABDOMINAL INC TELEMEDICINE,Ultrasound and X-Rays Follow up from emerg clinic claim number 3847969,0
6074,LITTLE BUD:  Caninsulin 10ml,Diabetes ,0
6075,Teddy:  Convenia injection  Base Fee,Excessive Urination ,0
6076,Teddy:  Convenia injection,Excessive Urination ,0
6077,Mowgli:  Eicosaderm Omega 3 Supplement ,Diarrhea  ,0
6078,Mowgli:  Proviable Probiotics,Diarrhea  ,0
6079,Mowgli:  Hilary's Blend Canine Supplement 700gm,Diarrhea  ,0
6080,Mowgli:  Aurion Digest 7 Canine,Diarrhea  ,0
6081,Billy Butters:  Intravenous Sedation,Patellar Luxation ,0
6082,Billy Butters:  Radiograph Plate(s),Patellar Luxation ,0
6083,Billy Butters:  Radiograph: Split/2 Views,Patellar Luxation ,0
6084,Billy Butters:  Hospitalization - Brief,Patellar Luxation ,0
6085,Billy Butters:  Radiograph: Set Up,Patellar Luxation ,0
6086,Darcy:  General Anesth Spay/Neuter,Spay Surgery ,0
6087,Darcy:  Rimadyl 75mg Chewable Tablet,Spay Surgery ,0
6088,Darcy:  Kennel Cough Vacc - Bordetella IT3,Spay Surgery ,1
6089,Darcy:  Simplicef 100mg Tablet,Spay Surgery ,0
6090,Darcy:  Spay Canine,Spay Surgery ,0
6091,Darcy:  IV Catheter / IV Fluids - Surgery,Spay Surgery ,0
6092,Darcy:  Local/Regional Block - Surgery ,Spay Surgery ,0
6093,Darcy:  Rimadyl Injectable,Spay Surgery ,0
6094,Bella:  Ear Flush (Grade 2),Sed & Ear flush ,0
6095,Bella:  I.V. Catheterization Surgical,Sed & Ear flush ,0
6096,Bella:  WARD CHARGE,Sed & Ear flush ,0
6097,Bella:  Dexdomitor/Torb/Antisedan Sedation,Sed & Ear flush ,0
6098,Bella:  Pack Fee -Minor ,Sed & Ear flush ,0
6099,Bella:  Osurnia Otic Gel 1ml tube,Sed & Ear flush ,0
6100,Turbo:  Booster Examination,Ear infection  ,0
6101,Turbo:  Rabies 1 year Immunization K9,Ear infection  ,1
6102,Turbo:  Aurizon Ear Drops 10ml,Ear infection  ,0
6103,Turbo:  DA2PPV  - one yr vaccination,Ear infection  ,1
6104,Kiara - TP:  Clavamox 375mg Chewable tabs BV,hot spot ,0
6105,"Kiara - TP:  Wound Prep, Minor",hot spot ,0
6106,Kiara - TP:  Tramadol 50 mg Tablet,hot spot ,0
6107,"Kiara - TP:  Consultation, Emergency",hot spot ,0
6108,Titan:  Specialist Recheck,Trismus- stable to slightly improved hypodontia- oral pain/CT ,0
6109,Titan:  Specialists Examination & Consultation,Trismus- stable to slightly improved hypodontia- oral pain/CT ,0
6110,BARTA:  Specialist Dr. Burns Operating Room Fee,Surgery to remove Anal Sac Adenocarcinoma ,0
6111,BARTA:  Cardiopulmonary Monitoring,Surgery to remove Anal Sac Adenocarcinoma ,0
6112,BARTA:  Histopathology 1 Site    FBX ,Surgery to remove Anal Sac Adenocarcinoma ,0
6113,BARTA:  Isoflurane Anesthesia per unit,Surgery to remove Anal Sac Adenocarcinoma ,0
6114,BARTA:  Hospitalization per night,Surgery to remove Anal Sac Adenocarcinoma ,0
6115,BARTA:  Bair Hugger Warming Unit & Pad,Surgery to remove Anal Sac Adenocarcinoma ,0
6116,"BARTA:  Surgery by Dr.Burns MS,DACVSMR",Surgery to remove Anal Sac Adenocarcinoma ,0
6117,BARTA:  Elizabethan Collar,Surgery to remove Anal Sac Adenocarcinoma ,0
6118,BARTA:  Hospitalized Patient Exam,Surgery to remove Anal Sac Adenocarcinoma ,0
6119,BARTA:  IV Fluids with Anesthesia,Surgery to remove Anal Sac Adenocarcinoma ,0
6120,BARTA:  Pain Control Injection-First,Surgery to remove Anal Sac Adenocarcinoma ,0
6121,BARTA:  Convenia-AB Inj. ($ / lb) - USE GROUP!!,Surgery to remove Anal Sac Adenocarcinoma ,0
6122,BARTA:  Medical Disposal Fee,Surgery to remove Anal Sac Adenocarcinoma ,0
6123,BARTA:  Gabapentin 100mg Capsules,Surgery to remove Anal Sac Adenocarcinoma ,0
6124,BARTA:  Cerenia Anti-Vomiting ( Procedure),Surgery to remove Anal Sac Adenocarcinoma ,0
6125,Simba:  Canine i/d ORIGINAL 8.5 lb,endoscopy ,0
6126,Simba:  Canine i/d Original w/Turkey can,endoscopy ,0
6127,Zipper:  PD i/d Low Fat GI Restore K9 13oz Cs 1863,Refill Denamarin ,0
6128,Zipper:  RCVD GI Low Fat K9 6.6lb/3kg 483866,Refill Denamarin ,0
6129,"Winston:  Fecal w/ Giardia & H,R,Whip Ag (I24639)",Intermittent  Small Bowel Diarrhea  ,0
6130,"Winston:  GI Panel:spec cPL, TLi, Fol/B12 (i2365)",Intermittent  Small Bowel Diarrhea  ,0
6131,Winston:  Metronidazole 250 mg Tab,Intermittent  Small Bowel Diarrhea  ,0
6132,Winston:  Diarrhea Panel PCR Canine (i2625),Intermittent  Small Bowel Diarrhea  ,0
6133,Winston:  Pill Pockets K9 Capsules,Intermittent  Small Bowel Diarrhea  ,0
6134,Winston:  Cytology Fecal / Rectal  (in-house),Intermittent  Small Bowel Diarrhea  ,0
6135,Sushi:  Sucralfate (gen) 1g Tab DISPMED,diarrhea  ,0
6136,Sushi:  Fecal O&P T805 1yr,diarrhea  ,0
6137,Sushi:  FortiFlora Canine Probiotic Supplement /ea,diarrhea  ,0
6138,Sushi:  Metronidazole (gen) 250mg Tab DISPMED,diarrhea  ,0
6139,Sushi:  Exam/Consultation  Recheck (within 30 days,diarrhea  ,0
6140,Roscoe:  Gabapentin 600 mg Tablets,osteoarthritits ,0
6141,Obi-Wan:  Fortiflora Canine (30/box),Giardia Positive ,0
6142,Buddy:  Laser Therapy - series of 6 sessions,Rehab/Laser ,0
6143,Sophie:  Levetiracetam 120mg/ml 100ml,seizures ,0
6144,Sam:  Dasuquin Small/Med Dog TAB 150/bottle,seizures ,0
6145,CHANEL:  Canine Puppy Dry SmBts 4.5 lbs,food ,0
6146,Molly:  RCVD Satiety Support K9 26.4lb/12kg 472126,ear cleaning  ,0
6147,Molly:  MalAcetic Otic 4oz/118 DISPMED,ear cleaning  ,0
6148,TwinkleBerry Tru 50:  Optixcare Surgical Eye Lubri,Descemetocele This is related to previous claim #3795048  ,0
6149,TwinkleBerry Tru 50:  Moxifloxacin (Vigamox) 0.5% ,Descemetocele This is related to previous claim #3795048  ,0
6150,Bailey:  EXAMINATION - Dental,Periodontal Disease (anesthetic time split bewteen extraction time and cleaning time) ,0
6151,Maddie:  Anal Gland & Rectal Exam,"Annual exam, meds, and bloodwork ",0
6152,Maddie:  Ultra Duramune DAP 0.5 ml adult 3 year,"Annual exam, meds, and bloodwork ",1
6153,Maddie:  Collection: Blood Sample,"Annual exam, meds, and bloodwork ",1
6154,Maddie:  Annual Wellness Exam,"Annual exam, meds, and bloodwork ",0
6155,Maddie:  IH IDEXX SNAP HWT,"Annual exam, meds, and bloodwork ",1
6156,Barney:  TEVA GABAPENTIN CAPS 300MG,skin problem ,0
6157,Barney:  APOQUEL TABS 16MG,skin problem ,0
6158,Daisy:  Consultation/Examination,"Mass on left side of face, antibiotics  ",0
6159,Daisy:  Apo - amoxiclav 250/125mg,"Mass on left side of face, antibiotics  ",0
6160,Peep:  Adrenal Panel 2088,increased liver values Test added on from yesterday's visit. Call with questions 9528848248,0
6161,Dakoda:  Onsior 40mg Tablets - per Tablet,Post TPLO Care ,0
6162,Dakoda:  Hill's K9 Metabolic & Mobility 9.5lb,Post TPLO Care ,0
6163,Reese:  Sedation,"diarrhea, decreased appetite ",0
6164,Reese:  Intravitreal Gentocin Injection,"diarrhea, decreased appetite ",0
6165,Jarvis:  Exam - Consultation,"Wound on paw pad, bleeding ",0
6166,Jarvis:  Augmentin 1000 mg Tablets,"Wound on paw pad, bleeding ",0
6167,Jarvis:  Wound Care/Cleansing,"Wound on paw pad, bleeding ",0
6168,Jarvis:  Deramaxx 75mg Tablets,"Wound on paw pad, bleeding ",0
6169,Jarvis:  Bandage - Small,"Wound on paw pad, bleeding ",0
6170,Jarvis:  SSD with honey,"Wound on paw pad, bleeding ",0
6171,Nike:  Amantadine 100 mg capsule,hypercalcemia Please ignore Nike- already claimed for,0
6172,Nike:  Welactin Canine Liquid 16 oz.,hypercalcemia Please ignore Nike- already claimed for,0
6173,Tubby:  Psyllium Fiber,hypercalcemia Please ignore Nike- already claimed for,0
6174,Isabella:  Fluids-SQ,renal disease ,0
6175,Isabella:  Biohazard 1,renal disease ,0
6176,Isabella:  Benazepril 5mg tab,renal disease ,0
6177,Isabella:  Epakitin  60gm,renal disease ,0
6178,Isabella:  Fluids - Take Home Setup,renal disease ,0
6179,Isabella:  Hills g/d canine--CAN--7006,renal disease ,0
6180,Duncan:  IDEXX Fecal Dx pro w Giardia 24639,Moist dermatitis between pads of left front & ringworm on abdomen  ,1
6181,Duncan:  Neo-Predef Powder 15 grams,Moist dermatitis between pads of left front & ringworm on abdomen  ,0
6182,Duncan:  Terbinafine 250mg Tablets,Moist dermatitis between pads of left front & ringworm on abdomen  ,0
6183,Duncan:  Heartgard Plus Brown 272 mcg 51-100 lbs.,Moist dermatitis between pads of left front & ringworm on abdomen  ,1
6184,Duncan:  Wood's Lamp Fungal Examination,Moist dermatitis between pads of left front & ringworm on abdomen  ,0
6185,Duncan:  Medical Condition Exam,Moist dermatitis between pads of left front & ringworm on abdomen  ,0
6186,Gryffin:  Cytology,Skin Allergies ,0
6187,Gryffin:  Cytopoint Inj Canine 60 - 80lbs,Skin Allergies ,0
6188,Gryffin:  Simplicef 200 mg Tablet,Skin Allergies ,0
6189,Gryffin:  BioHazard Fee,Skin Allergies ,0
6190,Gryffin:  Examination: Progress,Skin Allergies ,0
6191,Tuli:  Panacur Granules 1 Gram,Giardia ,0
6192,Tuli:  Albon 250 mg. Tablet,Giardia ,0
6193,Tuli:  Panacur Granules 2 Gram,Giardia ,0
6194,Tuli:  Pill Splitter,Giardia ,1
6195,Leon:  Prednisone 50 mg tab,Itching ,0
6196,Sally:  CADI 10-20lbs,"ALLERGIES, IBD MEDS & COLITIS ",0
6197,Nitro:  Mirataz 5gm,Not eating ,0
6198,Nitro:  Spec fPL feline pancreatitis 2493,Not eating ,0
6199,Yogi:  Florinef 0.1 mg,addisons ,0
6200,Yogi:  Dispensing fee,addisons ,0
6201,Yogi:  Discount - Multiple Prescription ,addisons ,0
6202,Yogi:  Prednisolone 5 mg Tab  (Rafter),addisons ,0
6203,Lough:  Urinalysis Dipstick - ACH,Check for UTI ,0
6204,Lough:  Urinalysis Sediment - ACH,Check for UTI ,0
6205,Brooklyn:  TRANQUILIZER CANINE iv 1lllll tdt,GROWTH  ,0
6206,Brooklyn:  INJECTABLE LOCAL BLOCK lido tdt,GROWTH  ,0
6207,Brooklyn:  BIOPSY 1 SITE or 5 punch IDEXX #608  td,GROWTH  ,0
6208,Brooklyn:  Interceptor Plus cvv 50.1-100# 6pk Blue,GROWTH  ,1
6209,Brooklyn:  MEDICAL CONSULTATION xxxx,GROWTH  ,0
6210,Brooklyn:  RC German Shepard Canned Food 13.5oz,GROWTH  ,0
6211,Brooklyn:  Interceptor + $15 Instant Rebate,GROWTH  ,1
6212,Brooklyn:  PUNCH BIOPSY/TUMOR REMOVAL           td,GROWTH  ,0
6213,Ping:  FortiFlora Canine Probiotic Supplement 30pk,non specific small intestine mucosal edema ,0
6214,Sales Tax,non specific small intestine mucosal edema ,0
6215,Sophie:  Cet Malt Toothpaste,"Check wart like growths and lipomas and check teeth/ Dental tarter, suspected DJD  Check wart like growths and lipomas and check teeth/ Dental tarter, suspected DJD",0
6216,Sophie:  Office Visit - Exam ,"Check wart like growths and lipomas and check teeth/ Dental tarter, suspected DJD  Check wart like growths and lipomas and check teeth/ Dental tarter, suspected DJD",0
6217,Lincoln:  Ubavet Omega 3 FA  2200mg  (X250),Allergies ,0
6218,Lincoln:  Pill Pockets Dog Hickory Smoked,Allergies ,0
6219,"Ivy:  Medical Exam, Comprehensive/Yearly ","annual exam, and vaccines ",0
6220,Ivy:  Lyme Disease Vaccine Annual,"annual exam, and vaccines ",1
6221,Ivy:  Bio Hazardous Waste Disposal,"annual exam, and vaccines ",1
6222,Ivy:  DHLP/Parvovirus (annual),"annual exam, and vaccines ",1
6223,Ivy:  Early Detection Panel,"annual exam, and vaccines ",1
6224,Ivy:  Fecal Exam- Prepaid (Kit Included),"annual exam, and vaccines ",1
6225,Ivy:  4DX HW/Ehrlichia/Lyme/Anaplasma,"annual exam, and vaccines ",1
6226,Marley:  Rimadyl 100mg,Torn nail ,0
6227,Marley:  Minor Examination,Torn nail ,0
